ID,AGE,INCOME,GENDER,MARITAL,NUMKIDS,NUMCARDS,HOWPAID,MORTGAGE,STORECAR,LOANS,RISK
100451,2,3,0,2,1,1,1,0,1,1,good risk
100565,2,3,1,2,1,1,1,0,1,1,good risk
100491,2,3,0,2,1,1,1,0,2,1,bad profit
100458,2,3,1,2,1,1,1,0,2,0,bad loss
100701,2,3,0,2,1,1,1,0,1,1,good risk
100569,2,3,0,2,1,1,1,0,2,1,good risk
100707,2,3,1,2,1,1,1,0,2,0,good risk
100625,2,3,0,2,1,1,1,0,1,0,bad loss
100468,2,3,1,2,1,1,1,0,1,0,good risk
100470,2,3,0,2,1,1,1,0,2,0,bad profit
100579,2,3,0,2,1,1,1,0,1,0,good risk
100453,2,3,0,2,1,1,1,0,1,1,good risk
100516,2,3,1,2,1,1,1,0,2,1,bad loss
100581,2,3,0,2,1,1,1,0,1,0,bad loss
100338,1,3,0,2,1,1,1,0,1,0,bad loss
100578,2,3,0,2,1,1,1,0,1,1,bad profit
100561,2,3,1,2,1,1,1,0,1,1,bad profit
100282,1,3,1,2,1,1,1,0,1,1,good risk
100684,1,3,0,2,1,1,1,0,1,0,bad profit
100273,1,3,0,2,1,1,1,0,1,1,good risk
100343,1,3,1,2,1,1,1,0,2,1,good risk
100485,2,3,1,2,1,1,1,0,2,0,good risk
100472,2,3,0,2,1,1,1,0,2,1,good risk
100688,2,3,1,2,1,1,1,0,1,0,good risk
100512,2,3,1,2,1,1,1,0,1,0,good risk
100679,2,3,0,2,1,1,1,0,1,0,good risk
100683,1,3,1,2,1,1,1,0,2,0,good risk
100600,2,3,1,2,1,1,1,0,1,1,good risk
100436,2,3,0,2,1,1,1,0,1,1,bad profit
100618,2,3,1,2,1,1,1,0,2,1,good risk
100763,2,3,0,2,1,1,1,0,1,1,good risk
100536,2,3,0,2,1,1,1,0,2,0,bad loss
100558,2,3,0,2,1,1,1,0,1,0,bad loss
100722,2,3,0,2,1,1,1,0,2,0,good risk
100703,2,3,0,2,1,1,1,0,2,1,good risk
100733,2,3,1,2,1,1,1,0,1,1,bad profit
100745,2,3,0,2,1,1,1,0,2,1,bad profit
100650,2,3,0,2,1,1,1,0,2,1,bad profit
100588,2,3,0,2,1,1,1,0,1,0,bad profit
100587,2,3,0,2,1,1,1,0,1,1,bad loss
100718,2,3,1,2,1,1,1,0,1,1,bad loss
100449,2,3,0,2,1,1,1,0,1,1,good risk
100716,1,3,1,2,1,1,1,0,1,1,good risk
100330,1,3,1,2,1,1,1,0,1,0,good risk
100337,1,3,1,2,1,1,1,0,2,0,good risk
100746,2,3,1,2,1,1,1,0,2,1,bad loss
100531,2,3,0,2,1,1,1,0,1,0,bad profit
100505,2,3,0,2,1,1,1,0,1,1,good risk
100365,1,3,0,2,1,1,1,0,2,1,good risk
100562,2,3,0,2,1,1,1,0,2,1,good risk
100537,2,3,0,2,1,1,1,0,1,1,good risk
100430,2,3,1,2,1,1,1,0,1,1,good risk
100284,1,3,1,2,1,1,1,0,1,1,good risk
100741,2,3,0,2,1,1,1,0,2,1,bad profit
100394,1,2,0,2,1,1,1,0,2,1,good risk
100285,1,2,1,2,1,1,1,0,2,0,bad profit
100288,1,2,0,2,1,1,1,0,1,1,bad loss
100523,2,2,0,2,1,1,1,0,1,0,bad profit
100691,2,2,1,2,1,1,1,0,2,0,good risk
100334,1,2,0,2,1,1,1,0,1,1,bad loss
100602,2,2,1,2,1,1,1,0,1,0,good risk
100403,1,2,1,2,1,1,1,0,2,1,good risk
100764,2,2,1,2,1,1,1,0,2,0,good risk
100329,1,2,1,2,1,1,1,0,1,0,good risk
100440,2,2,1,2,1,1,1,0,2,0,bad loss
100279,1,2,0,2,1,1,1,0,2,1,good risk
100677,2,2,0,2,1,1,1,0,1,0,bad profit
100620,2,2,0,2,1,1,1,0,1,0,good risk
100402,1,2,0,2,1,1,1,0,1,1,good risk
100720,2,2,0,2,1,1,1,0,2,1,good risk
100627,2,2,0,2,1,1,1,0,2,1,good risk
100399,1,2,0,2,1,1,1,0,2,1,good risk
100361,1,2,1,2,1,1,1,0,2,0,good risk
100676,2,2,0,2,1,1,1,0,1,0,bad loss
100681,1,2,0,2,1,1,1,0,2,1,bad profit
100641,2,2,1,2,1,1,1,0,2,0,good risk
100320,1,2,0,2,1,1,1,0,1,0,bad profit
100580,2,2,0,2,1,1,1,0,1,0,good risk
100549,2,2,1,2,1,1,1,0,1,1,good risk
100496,2,2,1,2,1,1,1,0,1,0,good risk
100396,1,2,1,2,1,1,1,0,1,0,bad profit
100534,2,2,1,2,1,1,1,0,1,0,good risk
100752,1,2,1,2,1,1,1,0,1,1,good risk
100521,2,2,1,2,1,1,1,0,2,0,good risk
100586,2,2,0,2,1,1,1,0,2,0,good risk
100533,2,2,1,2,1,1,1,0,1,1,good risk
100476,2,2,1,2,1,1,1,0,1,0,good risk
100737,2,2,0,2,1,1,1,0,1,1,bad profit
100615,1,2,0,2,1,1,1,0,2,0,good risk
100781,2,2,1,2,1,1,1,0,1,1,good risk
100548,2,2,0,2,1,1,1,0,1,1,good risk
100442,2,2,0,2,1,1,1,0,1,1,good risk
100682,2,2,0,2,1,1,1,0,2,1,good risk
100784,2,2,1,2,1,1,1,0,1,1,good risk
100792,1,2,0,2,1,1,1,0,1,0,bad profit
100432,2,2,0,2,1,1,1,0,2,0,good risk
100280,1,2,1,2,1,1,1,0,1,0,good risk
100445,2,2,1,2,1,1,1,0,2,1,good risk
100363,1,2,0,2,1,1,1,0,1,0,good risk
100398,1,2,0,2,1,1,1,0,2,0,good risk
100417,1,2,1,2,1,1,1,0,2,0,bad loss
100715,2,2,1,2,1,1,1,0,2,1,bad profit
100503,2,2,0,2,1,1,1,0,1,0,good risk
100790,2,2,1,2,1,1,1,0,1,0,bad profit
100360,1,2,0,2,1,1,1,0,1,0,good risk
100465,2,2,1,2,1,1,1,0,2,0,good risk
100635,2,2,0,2,1,1,1,0,2,1,good risk
100585,2,2,0,2,1,1,1,0,2,1,good risk
100736,2,2,1,2,1,1,1,0,1,1,bad profit
100407,1,2,1,2,1,1,1,0,2,1,good risk
100522,2,2,1,2,1,1,1,0,2,0,good risk
100696,2,2,1,2,1,1,1,0,2,1,good risk
100510,2,2,0,2,1,1,1,0,2,0,good risk
100310,1,2,0,2,1,1,1,0,1,1,bad profit
100409,1,2,0,2,1,1,1,0,2,1,good risk
100353,1,2,0,2,1,1,1,0,1,0,bad loss
100424,1,2,0,2,1,1,1,0,1,1,bad loss
100439,2,2,0,2,1,1,1,0,1,1,bad profit
100444,2,2,1,2,1,1,1,0,2,1,bad loss
100749,2,2,0,2,1,1,1,0,2,1,bad profit
100443,2,2,1,2,1,1,1,0,1,1,bad loss
100511,2,2,1,2,1,1,1,0,2,1,bad profit
100785,2,2,1,2,1,1,1,0,2,1,bad loss
100506,2,2,1,2,1,1,1,0,1,0,good risk
100283,1,2,1,2,1,1,1,0,1,0,good risk
100454,2,2,1,2,1,1,1,0,2,0,good risk
100303,1,2,1,2,1,1,1,0,1,0,bad profit
100760,2,2,0,2,1,1,1,0,2,0,good risk
100477,2,2,0,2,1,1,1,0,1,0,bad loss
100473,2,2,1,2,1,1,1,0,2,1,good risk
100642,2,2,1,2,1,1,1,0,2,1,bad loss
100551,2,2,0,2,1,1,1,0,2,0,good risk
100624,2,2,0,2,1,1,1,0,2,0,bad profit
100721,2,2,1,2,1,1,1,0,1,0,good risk
100704,2,2,0,2,1,1,1,0,2,1,good risk
100306,1,2,1,2,1,1,1,0,1,0,good risk
100645,2,2,0,2,1,1,1,0,2,1,good risk
100367,1,2,1,2,1,1,1,0,1,0,good risk
100507,2,2,0,2,1,1,1,0,1,0,bad profit
100614,2,2,0,2,1,1,1,0,1,1,good risk
100782,1,2,1,2,1,1,1,0,1,0,bad profit
100272,1,2,1,2,1,1,1,0,2,0,good risk
100598,2,2,0,2,1,1,1,0,1,0,good risk
100405,1,2,1,2,1,1,1,0,1,1,bad profit
100368,1,2,1,2,1,1,1,0,1,1,good risk
100519,2,2,0,2,1,1,1,0,2,0,bad loss
100589,2,2,0,2,1,1,1,0,1,1,good risk
100724,2,2,1,2,1,1,1,0,2,1,bad profit
100311,1,2,1,2,1,1,1,0,1,1,bad profit
100369,1,2,0,2,1,1,1,0,1,1,bad profit
100530,2,2,1,2,1,1,1,0,2,1,good risk
100640,2,2,0,2,1,1,1,0,1,1,good risk
100342,1,2,1,2,1,1,1,0,1,1,good risk
100739,2,2,0,2,1,1,1,0,2,0,good risk
100321,1,2,0,2,1,1,1,0,2,0,good risk
100789,2,2,0,2,1,1,1,0,1,1,good risk
100729,2,2,0,2,1,1,1,0,2,1,bad profit
100633,2,2,1,2,1,1,1,0,2,1,bad profit
100410,1,2,0,2,1,1,1,0,1,1,good risk
100431,2,2,0,2,1,1,1,0,1,1,good risk
100316,1,2,0,2,1,1,1,0,1,1,bad loss
100663,2,2,1,2,1,1,1,0,2,1,good risk
100564,2,2,0,2,1,1,1,0,1,1,good risk
100471,2,2,0,2,1,1,1,0,1,0,good risk
100552,2,2,1,2,1,1,1,0,1,0,good risk
100392,1,2,1,2,1,1,1,0,2,1,bad profit
100290,1,2,1,2,1,1,1,0,1,0,good risk
100699,2,2,1,2,1,1,1,0,1,0,bad profit
100646,2,2,1,2,1,1,1,0,2,0,good risk
100750,1,2,1,2,1,1,1,0,1,1,bad loss
100517,2,2,1,2,1,1,1,0,2,0,good risk
100547,2,2,1,2,1,1,1,0,1,1,good risk
100317,1,2,1,2,1,1,1,0,2,1,good risk
100612,2,2,0,2,1,1,1,0,1,1,bad profit
100420,1,2,0,2,1,1,1,0,1,0,bad loss
100780,2,2,0,2,1,1,1,0,1,1,bad profit
100518,2,2,0,2,1,1,1,0,1,0,bad loss
100654,2,2,0,2,1,1,1,0,2,0,good risk
100653,2,2,1,2,1,1,1,0,2,1,bad profit
100447,2,2,1,2,1,1,1,0,1,1,bad profit
100723,2,2,1,2,1,1,1,0,1,0,bad profit
100678,1,2,0,2,1,1,1,0,2,1,good risk
100651,2,2,0,2,1,1,1,0,2,0,good risk
100582,2,2,1,2,1,1,1,0,1,1,good risk
100286,1,2,0,2,1,1,1,0,1,0,bad profit
100576,2,2,0,2,1,1,1,0,2,0,good risk
100613,2,2,0,2,1,1,1,0,2,0,good risk
100480,2,2,1,2,1,1,1,0,2,0,good risk
100634,2,2,1,2,1,1,1,0,1,1,bad profit
100308,1,2,0,2,1,1,1,0,2,1,good risk
100791,2,2,1,2,1,1,1,0,1,1,good risk
100658,2,2,0,2,1,1,1,0,2,1,good risk
100742,2,2,1,2,1,1,1,0,1,0,bad loss
100331,1,2,1,2,1,1,1,0,1,0,good risk
100686,1,2,1,2,1,1,1,0,2,1,bad loss
100474,2,2,1,2,1,1,1,0,2,0,good risk
100751,2,2,1,2,1,1,1,0,1,0,good risk
100332,1,2,1,2,1,1,1,0,2,0,good risk
100546,2,2,1,2,1,1,1,0,2,0,good risk
100482,2,2,0,2,1,1,1,0,1,0,good risk
100779,2,2,0,2,1,1,1,0,1,0,good risk
100387,1,2,1,2,1,1,1,0,2,0,good risk
100644,2,2,1,2,1,1,1,0,1,1,bad profit
100649,2,2,0,2,1,1,1,0,2,0,good risk
100371,1,2,1,2,1,1,1,0,2,1,bad loss
100680,2,2,1,2,1,1,1,0,2,1,good risk
100318,1,2,0,2,1,1,1,0,1,1,bad loss
100408,1,2,1,2,1,1,1,0,1,0,good risk
100362,1,2,0,2,1,1,1,0,1,0,good risk
100647,2,2,1,2,1,1,1,0,2,1,good risk
100479,2,2,1,2,1,1,1,0,1,1,good risk
100313,1,2,1,2,1,1,1,0,1,1,good risk
100289,1,2,0,2,1,1,1,0,2,1,good risk
100276,1,2,0,2,1,1,1,0,2,1,good risk
100617,2,2,1,2,1,1,1,0,2,0,bad loss
100281,1,2,1,2,1,1,1,0,1,1,good risk
100550,2,2,0,2,1,1,1,0,1,0,good risk
100714,2,2,0,2,1,1,1,0,2,0,good risk
100560,2,2,1,2,1,1,1,0,1,0,good risk
100498,2,2,0,2,1,1,1,0,1,0,good risk
100747,2,2,1,2,1,1,1,0,2,1,good risk
100298,1,2,0,2,1,1,1,0,2,1,bad profit
100525,2,2,0,2,1,1,1,0,2,0,good risk
100299,1,2,0,2,1,1,1,0,2,0,bad loss
100636,2,2,0,2,1,1,1,0,1,1,good risk
100291,1,2,1,2,1,1,1,0,2,0,good risk
100340,1,2,1,2,1,1,1,0,2,0,good risk
100786,2,2,0,2,1,1,1,0,1,1,bad profit
100339,1,2,1,2,1,1,1,0,2,0,good risk
100656,2,2,0,2,1,1,1,0,2,0,bad profit
100643,2,2,1,2,1,1,1,0,1,1,good risk
100557,2,2,0,2,1,1,1,0,1,1,good risk
100433,2,2,0,2,1,1,1,0,2,1,good risk
100464,2,2,1,2,1,1,1,0,2,0,good risk
100455,2,2,1,2,1,1,1,0,1,0,good risk
100305,1,2,1,2,1,1,1,0,1,1,good risk
100659,2,2,0,2,1,1,1,0,1,0,bad profit
100559,2,2,1,2,1,1,1,0,2,1,bad profit
100475,2,2,1,2,1,1,1,0,1,0,good risk
100393,1,2,1,2,1,1,1,0,1,1,bad profit
100762,2,2,0,2,1,1,1,0,2,0,good risk
100438,2,2,0,2,1,1,1,0,1,0,good risk
100483,2,2,1,2,1,1,1,0,2,1,good risk
100397,1,2,0,2,1,1,1,0,1,1,good risk
100669,1,2,0,2,1,1,1,0,2,0,bad profit
100788,2,2,0,2,1,1,1,0,1,0,bad loss
100441,2,2,0,2,1,1,1,0,2,0,good risk
100274,1,2,1,2,1,1,1,0,1,0,good risk
100372,1,2,0,2,1,1,1,0,1,1,good risk
100413,1,2,1,2,1,1,1,0,2,1,good risk
100278,1,2,1,2,1,1,1,0,1,1,good risk
100406,1,2,0,2,1,1,1,0,1,0,good risk
100484,2,2,1,2,1,1,1,0,1,0,bad profit
100309,1,2,0,2,1,1,1,0,1,1,good risk
100553,2,2,0,2,1,1,1,0,1,0,bad profit
100380,1,2,0,2,1,1,1,0,2,1,bad profit
100359,1,2,1,2,1,1,1,0,2,1,good risk
100366,1,2,0,2,1,1,1,0,1,0,good risk
100520,2,2,1,2,1,1,1,0,1,1,bad profit
100304,1,2,0,2,1,1,1,0,1,1,bad loss
100719,1,2,0,2,1,1,1,0,1,0,good risk
100349,1,2,0,2,1,1,1,0,2,0,good risk
100513,2,2,1,2,1,1,1,0,2,1,good risk
100277,1,2,1,2,1,1,1,0,1,1,good risk
100275,1,2,0,2,1,1,1,0,1,1,good risk
100437,2,2,1,2,1,1,1,0,2,1,bad loss
100404,1,2,1,2,1,1,1,0,2,1,good risk
100616,2,2,0,2,1,1,1,0,1,1,good risk
100637,2,2,0,2,1,1,1,0,2,1,good risk
100315,1,2,0,2,1,1,1,0,1,1,good risk
100638,2,2,1,2,1,1,1,0,1,1,bad loss
100744,2,2,0,2,1,1,1,0,1,1,bad profit
100395,1,2,1,2,1,1,1,0,2,0,good risk
100556,2,2,0,2,1,1,1,0,2,0,bad profit
100457,2,2,0,2,1,1,1,0,2,1,good risk
100639,2,2,0,2,1,1,1,0,2,0,good risk
100783,2,2,1,2,1,1,1,0,2,1,good risk
100478,2,2,1,2,1,1,1,0,1,1,good risk
100314,1,2,0,2,1,1,1,0,1,1,good risk
100287,1,2,1,2,1,1,1,0,2,1,good risk
100740,2,2,1,2,1,1,1,0,1,1,good risk
100434,2,2,1,2,1,1,1,0,2,0,good risk
100508,2,2,1,2,1,1,1,0,1,0,bad loss
100652,2,2,0,2,1,1,1,0,1,0,bad loss
100400,1,2,0,2,1,1,1,0,2,1,good risk
100577,2,2,1,2,1,1,1,0,2,1,good risk
100514,2,2,0,2,1,1,1,0,2,0,good risk
100391,1,2,0,2,1,1,1,0,1,1,good risk
100685,2,2,0,2,1,1,1,0,1,1,bad loss
100364,1,2,1,2,1,1,1,0,1,1,good risk
100370,1,2,0,2,1,1,1,0,1,0,good risk
100610,2,2,1,2,1,1,1,0,1,0,good risk
100435,2,2,0,2,1,1,1,0,2,0,good risk
100800,1,2,1,2,1,1,1,0,1,0,good risk
100544,2,2,1,2,1,1,1,0,2,1,good risk
100504,2,2,1,2,1,1,1,0,2,0,good risk
100467,2,2,1,2,1,1,1,0,1,1,good risk
100611,2,2,0,2,1,1,1,0,2,1,good risk
100336,1,2,0,2,1,1,1,0,2,0,good risk
100717,2,2,1,2,1,1,1,0,1,1,bad profit
100584,2,2,1,2,1,1,1,0,2,0,bad loss
100667,1,2,0,2,1,1,1,0,2,0,good risk
100307,1,2,0,2,1,1,1,0,1,0,good risk
100687,2,2,0,2,1,1,1,0,2,0,bad loss
100619,2,2,0,2,1,1,1,0,1,0,good risk
100333,1,2,0,2,1,1,1,0,2,1,good risk
100748,2,2,0,2,1,1,1,0,1,1,bad loss
100689,1,2,1,2,1,1,1,0,1,0,good risk
100787,2,2,1,2,1,1,1,0,2,0,good risk
100555,2,2,0,2,1,1,1,0,1,0,good risk
100312,1,2,0,2,1,1,1,0,1,0,good risk
100296,1,2,1,2,1,1,1,0,2,1,bad profit
100341,1,2,0,2,1,1,1,0,1,0,bad loss
100351,1,2,1,2,1,1,1,0,1,1,good risk
100446,2,2,1,2,1,1,1,0,2,1,good risk
100481,2,2,1,2,1,1,1,0,1,1,bad profit
100801,2,2,0,2,1,1,1,0,1,1,good risk
100726,2,2,0,2,1,1,1,0,2,1,good risk
100515,2,2,1,2,1,1,1,0,2,1,bad loss
100713,1,2,1,2,1,1,1,0,1,1,good risk
100545,2,2,0,2,1,1,1,0,1,1,good risk
100738,2,2,1,2,1,1,1,0,1,1,bad loss
100538,2,2,1,2,1,1,1,0,2,1,good risk
100743,2,2,1,2,1,1,1,0,1,1,bad loss
100401,1,2,1,2,1,1,1,0,1,1,good risk
100583,2,2,1,2,1,1,1,0,2,0,good risk
100543,2,2,0,2,1,1,1,0,2,1,bad profit
100466,2,2,0,2,1,1,1,0,1,1,good risk
100297,1,2,1,2,1,1,1,0,2,1,good risk
100648,2,2,1,2,1,1,1,0,2,1,bad loss
100469,2,2,0,2,1,1,1,0,1,1,good risk
100335,1,2,0,2,1,1,1,0,2,1,good risk
100692,2,2,1,2,1,1,1,0,2,1,good risk
100528,2,2,0,2,1,1,1,0,1,0,good risk
100690,2,2,1,2,1,1,1,0,2,0,bad loss
100554,2,2,0,2,1,1,1,0,2,0,good risk
100655,2,2,0,2,1,1,1,0,2,0,good risk
100575,2,2,1,2,1,1,1,0,1,1,bad loss
100509,2,2,1,2,1,1,1,0,2,0,bad loss
100178,2,2,1,1,1,1,1,0,2,0,bad loss
100459,2,2,0,2,1,1,1,0,1,0,good risk
100355,1,2,0,2,1,1,1,0,2,1,good risk
100301,1,2,1,2,1,1,1,0,1,0,bad loss
100105,1,2,1,1,1,1,1,0,2,0,good risk
100574,2,2,0,2,1,1,1,0,2,0,bad profit
100061,1,2,0,1,1,1,1,0,1,0,good risk
100177,2,2,1,1,1,1,1,0,2,0,good risk
100778,1,2,0,2,1,1,1,0,2,1,good risk
100255,1,2,0,1,1,1,1,0,2,0,good risk
100191,2,2,0,1,1,1,1,0,0,0,good risk
100428,2,2,0,2,1,1,1,0,1,1,good risk
100134,2,2,1,1,1,1,1,0,2,0,good risk
100572,2,2,1,2,1,1,1,0,1,0,good risk
100109,1,2,0,1,1,1,1,0,2,0,bad profit
100047,1,2,0,1,1,1,1,0,2,0,good risk
100776,2,2,0,2,1,1,1,0,1,1,good risk
100146,2,2,0,1,1,1,1,0,2,0,bad loss
100108,1,2,0,1,1,1,1,0,1,0,bad profit
100243,2,2,0,1,1,1,1,0,1,0,good risk
100106,1,2,1,1,1,1,1,0,0,0,good risk
100710,1,2,0,2,1,1,1,0,1,0,good risk
100327,1,2,0,2,1,1,1,0,1,0,good risk
100160,2,2,0,1,1,1,1,0,2,0,bad profit
100257,1,2,1,1,1,1,1,0,2,0,good risk
